Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Virgin Islands (U.S.),VIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Virgin Islands (U.S.),VIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,104917
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
West Bank and Gaza,PSE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.8576870415886
West Bank and Gaza,PSE,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,30.9230514954555
West Bank and Gaza,PSE,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,21.3953024551424
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5950.02006184393
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.17
West Bank and Gaza,PSE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
West Bank and Gaza,PSE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,5165775
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,83.6
"Yemen, Rep.",YEM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.5707979836506
"Yemen, Rep.",YEM,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
"Yemen, Rep.",YEM,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
"Yemen, Rep.",YEM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.295
"Yemen, Rep.",YEM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Yemen, Rep.",YEM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,39390799
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.1
Zambia,ZMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.0285853521585
Zambia,ZMB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,6.8602251801721
Zambia,ZMB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,10.6148860130193
Zambia,ZMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4076.99508686641
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.349
Zambia,ZMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,82.0418064991238
Zambia,ZMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.07374933049157
Zambia,ZMB,"Population, total",SP.POP.TOTL,20723965
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,62
Zimbabwe,ZWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.2919370795795
Zimbabwe,ZWE,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,13.8194390564742
Zimbabwe,ZWE,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,20.3073386564622
Zimbabwe,ZWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5791.19212877988
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.775
Zimbabwe,ZWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Zimbabwe,ZWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,0.384771297211919
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,16340822
Africa Eastern and Southern,AFE,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.6675157944854
Africa Eastern and Southern,AFE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.7723012408349
Africa Eastern and Southern,AFE,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,10.6450411072515
Africa Eastern and Southern,AFE,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,14.4391100782837
Africa Eastern and Southern,AFE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4501.6011005616
Africa Eastern and Southern,AFE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.1461543479959
Africa Eastern and Southern,AFE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,73.3681411743164
Africa Eastern and Southern,AFE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.96229304413263
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,750491370
Africa Western and Central,AFW,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.0692665803595
Africa Western and Central,AFW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.2829081872902
Africa Western and Central,AFW,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,15.3243806866191
Africa Western and Central,AFW,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,12.1255276006793
Africa Western and Central,AFW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6520.28031254058
Africa Western and Central,AFW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.8557215483276
Africa Western and Central,AFW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,61.0263595581055
Africa Western and Central,AFW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.21562023947166
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,509398589
Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.6454299444509
Arab World,ARB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.569940800309
Arab World,ARB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,11.6922951398695
Arab World,ARB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,3.63444566215551
Arab World,ARB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18488.7415611006
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.4446783578531
Arab World,ARB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,78.616569519043
Arab World,ARB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Arab World,ARB,"Population, total",SP.POP.TOTL,482105978
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.168477538461
Caribbean small states,CSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.1020889305245
Caribbean small states,CSS,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,16.6291011622652
Caribbean small states,CSS,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,12.817408122363
Caribbean small states,CSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,32868.2089967349
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.1716450013098
Caribbean small states,CSS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Caribbean small states,CSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.01114988327026
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,4519904
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Central Europe and the Baltics,CEB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.69707902806
Central Europe and the Baltics,CEB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,8.76403598156131
Central Europe and the Baltics,CEB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,10.309754757377
Central Europe and the Baltics,CEB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,47989.0336580339
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.8966245256412
Central Europe and the Baltics,CEB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.4918212890625
Central Europe and the Baltics,CEB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,100183707
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.7044381043822
Early-demographic dividend,EAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.0167430983708
Early-demographic dividend,EAR,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.66058293990461
Early-demographic dividend,EAR,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,13.5400922111642
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13251.6405875685
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.7962449795855
Early-demographic dividend,EAR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,81.6767883300781
Early-demographic dividend,EAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.28934001922607
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3511607650
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.4044624957692
East Asia & Pacific,EAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.0244370902805
East Asia & Pacific,EAS,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,7.8667774019017
East Asia & Pacific,EAS,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,4.54668367731107
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25623.4876925682
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6594177267807
East Asia & Pacific,EAS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96.4882202148438
East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.51480007171631
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2384441485
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.2376383007189
East Asia & Pacific (excluding high income),EAP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.2276463501262
East Asia & Pacific (excluding high income),EAP,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.1328692434562
East Asia & Pacific (excluding high income),EAP,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,5.29626110742564
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,21666.586245648
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.8806830895266
East Asia & Pacific (excluding high income),EAP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96.719482421875
East Asia & Pacific (excluding high income),EAP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.01801113400202
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2137527754
East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.7474424069608
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.1991011324118
East Asia & Pacific (IDA & IBRD countries),TEA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.1328692434562
East Asia & Pacific (IDA & IBRD countries),TEA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,5.29626110742564
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,21910.1107554067
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.9085643603807
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96.678352355957
East Asia & Pacific (IDA & IBRD countries),TEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.01801113400202
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2111139152
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Euro area,EMU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.2759599495268
Euro area,EMU,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,10.0620269056072
Euro area,EMU,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,10.3472542237558
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,64036.3243961557
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.194952481038
Euro area,EMU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Euro area,EMU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Euro area,EMU,"Population, total",SP.POP.TOTL,349762722
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Europe & Central Asia,ECS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.8432014952513
Europe & Central Asia,ECS,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.65991411564382
Europe & Central Asia,ECS,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,10.0938333035055
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,50252.4490126679
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.3854816068932
Europe & Central Asia,ECS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,98.7675628662109
Europe & Central Asia,ECS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,924773523
Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Europe & Central Asia (excluding high income),ECA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.1621549417313
Europe & Central Asia (excluding high income),ECA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,8.66537172719271
Europe & Central Asia (excluding high income),ECA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,17.3855257311384
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27541.8246833293
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.7923060983647
Europe & Central Asia (excluding high income),ECA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,98.9629821777344
Europe & Central Asia (excluding high income),ECA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.70918011665344
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,248721385
Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.9599237310861
Europe & Central Asia (IDA & IBRD countries),TEC,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.36245787620225
Europe & Central Asia (IDA & IBRD countries),TEC,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,35796.1155604848
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.7265371994292
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.3587036132812
Europe & Central Asia (IDA & IBRD countries),TEC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.93686432529785
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,458602212
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
European Union,EUU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.8943502719612
European Union,EUU,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.97436655901774
European Union,EUU,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,10.4303034186115
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,61368.1097230199
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4128063717702
European Union,EUU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
European Union,EUU,"Population, total",SP.POP.TOTL,448897545
Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,58.950109305747
Fragile and conflict affected situations,FCS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.7781084821062
Fragile and conflict affected situations,FCS,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
Fragile and conflict affected situations,FCS,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,..
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6234.09052638352
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.3499447771075
Fragile and conflict affected situations,FCS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,67.4712677001953
Fragile and conflict affected situations,FCS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.33451767489177
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,1057033168
Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.5311127498598
Heavily indebted poor countries (HIPC),HPC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.3896717239115
Heavily indebted poor countries (HIPC),HPC,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,14.8514979271601
Heavily indebted poor countries (HIPC),HPC,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,27.0173185760089
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3449.70857928077
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.7159054177481
Heavily indebted poor countries (HIPC),HPC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,66.2968826293945
Heavily indebted poor countries (HIPC),HPC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.24413772101569
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,917304254
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9884002141209
High income,HIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.0174997946605
High income,HIC,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,8.46644155369964
High income,HIC,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,8.16722824236271
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,64488.4960624259
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.1498888009661
High income,HIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
High income,HIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
High income,HIC,"Population, total",SP.POP.TOTL,1408190184
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.0885820346684
IBRD only,IBD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.0307470483158
IBRD only,IBD,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.03301179711398
IBRD only,IBD,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,10.2377619648389
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19833.3049201231
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.5206328779372
IBRD only,IBD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,90.4358825683594
IBRD only,IBD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.64066817034714
IBRD only,IBD,"Population, total",SP.POP.TOTL,4952212190
IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.3146248872835
IDA & IBRD total,IBT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.0808012257073
IDA & IBRD total,IBT,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.42186483193972
IDA & IBRD total,IBT,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,10.6955593130352
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15834.6785727655
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.0004516179201
IDA & IBRD total,IBT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,85.60888671875
IDA & IBRD total,IBT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.42617011070252
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6858521511
IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,77.9201343756954
IDA blend,IDB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.1773673159897
IDA blend,IDB,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,15.2396953836388
IDA blend,IDB,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,16.1205909766626
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7301.41287406728
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.4621643327349
IDA blend,IDB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,68.8631820678711
IDA blend,IDB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.34005209256916
IDA blend,IDB,"Population, total",SP.POP.TOTL,664395892
IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,61.9201921189084
IDA only,IDX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.9657912741954
IDA only,IDX,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,..
IDA only,IDX,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,25.6460738067452
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4484.0573049152
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.0538318903115
IDA only,IDX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,70.6173782348633
IDA only,IDX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.21562023947166
IDA only,IDX,"Population, total",SP.POP.TOTL,1241913429
IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,67.5014937828868
IDA total,IDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.2218272005988
IDA total,IDA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,14.7058334407741
IDA total,IDA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,20.4028183003036
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5459.15149707535
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.4535223135408
IDA total,IDA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,69.7270431518555
IDA total,IDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.22974322056608
IDA total,IDA,"Population, total",SP.POP.TOTL,1906309321
Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.457096381276
Late-demographic dividend,LTE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.9097067880546
Late-demographic dividend,LTE,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.00110815830466
Late-demographic dividend,LTE,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,7.45513238330631
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26461.845974943
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.1297750439663
Late-demographic dividend,LTE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96.7300872802734
Late-demographic dividend,LTE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.00127983093262
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2326296729
Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.4226177260082
Latin America & Caribbean,LCN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.0435031476023
Latin America & Caribbean,LCN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.31295639939984
Latin America & Caribbean,LCN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,24.3321880053052
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22091.9909742258
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.6435273174016
Latin America & Caribbean,LCN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,94.8254928588867
Latin America & Caribbean,LCN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.7606477375256
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,657616517
Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.2687443423624
Latin America & Caribbean (excluding high income),LAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.5262275066979
Latin America & Caribbean (excluding high income),LAC,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,8.61768936609739
Latin America & Caribbean (excluding high income),LAC,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,24.3074961843533
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,21091.6097448769
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.4986013301867
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,94.5834732055664
Latin America & Caribbean (excluding high income),LAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.82714889622862
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,589889543
Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.3852491204833
Latin America & the Caribbean (IDA & IBRD countries),TLA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.0398075940594
Latin America & the Caribbean (IDA & IBRD countries),TLA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.23445415293887
